group_key,symbol,family,strategy_id,trade_count,avg_probability,median_probability,max_probability,avg_signal_strength,selected_group
SIRENUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,SIRENUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,10,0.6831819225549582,0.6869287581921066,0.7341074970432002,2.508648481416732,True
ZECUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,ZECUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,2,0.6794180751364438,0.6794180751364438,0.7027071416043464,0.49691972973093623,True
ZECUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,ZECUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,3,0.6373212998766014,0.6666721324624731,0.7017564128135212,2.079689344120236,True
SIRENUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,SIRENUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,5,0.6367552405413529,0.6747632435742008,0.7307120095139092,0.43480205385845777,True
DOGEUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,DOGEUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,2,0.6364635258976586,0.6364635258976586,0.702880959283204,2.3823219527418367,True
ETHUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,ETHUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,1,0.6300973702792368,0.6300973702792368,0.6300973702792368,2.444028335271522,True
SIRENUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,SIRENUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,5,0.6236275737568169,0.6488051525813149,0.7335242759693632,0.38634613713484706,True
DOGEUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,DOGEUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,2,0.6209996404602873,0.6209996404602873,0.7110899198043147,0.45292730323328073,True
DOGEUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,DOGEUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,2,0.6176511659369379,0.6176511659369379,0.6550229892292274,0.45661036364440305,True
SOLUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,SOLUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,3,0.6110002653036186,0.5985394466935303,0.6539862286097294,2.6287666152355604,True
SOLUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,SOLUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,3,0.6105217655420163,0.5830561996347964,0.7171670955538392,0.4540366412781451,True
SOLUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,SOLUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,1,0.6054813059124452,0.6054813059124452,0.6054813059124452,0.30066200717996594,False
HYPEUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,HYPEUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,4,0.6046626779040812,0.6011697536266034,0.6897257318532227,1.7860700173298583,True
XRPUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,XRPUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,1,0.5976835507280241,0.5976835507280241,0.5976835507280241,0.36532674655892206,False
HYPEUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,HYPEUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,9,0.5948793666868784,0.585530497748325,0.6936617031326993,0.4118271524567863,False
XRPUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,XRPUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,1,0.5932105508881398,0.5932105508881398,0.5932105508881398,2.101610150814204,False
ZECUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,ZECUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,1,0.5804632712373257,0.5804632712373257,0.5804632712373257,0.48454043359639654,False
ETHUSDT|trend_ema|trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,ETHUSDT,trend_ema,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,2,0.5405099545093057,0.5405099545093057,0.5737912159850498,0.4107767713876362,False
ETHUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,ETHUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,1,0.517830170768462,0.517830170768462,0.517830170768462,0.35472677624711424,False
HYPEUSDT|trend_ema|trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,HYPEUSDT,trend_ema,trend_ema__directionlong_only_fast9_rsi_threshold58.0_slow55,1,0.5049771091008158,0.5049771091008158,0.5049771091008158,0.30902092789632946,False
