symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,15213372593.08,69868.1,True,,2026-03-19T23:39:32.543291+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,13429838422.94,2134.39,True,,2026-03-19T23:39:32.543291+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2140260960.3152,88.69,True,,2026-03-19T23:39:32.543291+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,816167742.1276,1.4441,True,,2026-03-19T23:39:32.543291+00:00
PAXGUSDT,PAXG,PERPETUAL,USDT,TRADING,2025-03-27 10:30:00+00:00,4,3,631061103.1162,4645.82,True,,2026-03-19T23:39:32.543291+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,589097873.31543,39.138,True,,2026-03-19T23:39:32.543291+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,471245296.3,234.68,True,,2026-03-19T23:39:32.543291+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,464814665.73019,0.09333,True,,2026-03-19T23:39:32.543291+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,453195166.25773,0.79896,True,,2026-03-19T23:39:32.543291+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,425798535.05281,0.10543,True,,2026-03-19T23:39:32.543291+00:00
