symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,15057954625.64,70191.7,True,,2026-03-19T22:34:50.978115+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,13395368142.29,2141.09,True,,2026-03-19T22:34:50.978115+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2121525486.2836,88.64,True,,2026-03-19T22:34:50.978115+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,812875269.0422,1.4471,True,,2026-03-19T22:34:50.978115+00:00
PAXGUSDT,PAXG,PERPETUAL,USDT,TRADING,2025-03-27 10:30:00+00:00,4,3,623269437.7964,4658.38,True,,2026-03-19T22:34:50.978115+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,590259407.11521,39.469,True,,2026-03-19T22:34:50.978115+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,492887443.82238,0.81124,True,,2026-03-19T22:34:50.978115+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,469040027.02,237.14,True,,2026-03-19T22:34:50.978115+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,463291848.29087,0.0932,True,,2026-03-19T22:34:50.978115+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,417562486.31365,0.09969,True,,2026-03-19T22:34:50.978115+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,346573248.059,639.97,True,,2026-03-19T22:34:50.978115+00:00
RIVERUSDT,RIVER,PERPETUAL,USDT,TRADING,2025-10-17 14:45:00+00:00,6,1,334543789.8122,24.373,True,,2026-03-19T22:34:50.978115+00:00
