symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,15305052727.79,70382.9,True,,2026-03-20T06:38:32.310649+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,12684637220.45,2137.45,True,,2026-03-20T06:38:32.310649+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,1978470567.3835,89.05,True,,2026-03-20T06:38:32.310649+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,776234954.1314,1.4533,True,,2026-03-20T06:38:32.310649+00:00
PAXGUSDT,PAXG,PERPETUAL,USDT,TRADING,2025-03-27 10:30:00+00:00,4,3,636867110.9177,4668.0,True,,2026-03-20T06:38:32.310649+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,594996903.36788,39.32,True,,2026-03-20T06:38:32.310649+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,549308534.8557,0.08297,True,,2026-03-20T06:38:32.310649+00:00
TAOUSDT,TAO,PERPETUAL,USDT,TRADING,2024-04-11 14:30:00+00:00,2,3,543612259.82,299.21,True,,2026-03-20T06:38:32.310649+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,484146197.2627,0.0945,True,,2026-03-20T06:38:32.310649+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,445957929.33,235.09,True,,2026-03-20T06:38:32.310649+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,402849755.8178,0.91235,True,,2026-03-20T06:38:32.310649+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,351367530.314,641.55,True,,2026-03-20T06:38:32.310649+00:00
