symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,13492412664.55,72331.6,True,,2026-03-18T13:10:27.033286+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,11976743899.97,2235.24,True,,2026-03-18T13:10:27.033286+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2109750184.8468,90.38,True,,2026-03-18T13:10:27.033286+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,1151121557.7056,1.4648,True,,2026-03-18T13:10:27.033286+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,732804635.42,264.46,True,,2026-03-18T13:10:27.033286+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,598747542.6124,0.09597,True,,2026-03-18T13:10:27.033286+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,506642931.42327,0.88945,True,,2026-03-18T13:10:27.033286+00:00
PIPPINUSDT,PIPPIN,PERPETUAL,USDT,TRADING,2025-01-24 10:15:00+00:00,7,0,498267777.21439,0.11699,True,,2026-03-18T13:10:27.033286+00:00
1000PEPEUSDT,1000PEPE,PERPETUAL,USDT,TRADING,2023-05-05 00:00:00+00:00,7,0,494914476.2735934,0.0035232,True,,2026-03-18T13:10:27.033286+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,425978215.22771,40.683,True,,2026-03-18T13:10:27.033286+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,347798843.486,657.51,True,,2026-03-18T13:10:27.033286+00:00
ASTERUSDT,ASTER,PERPETUAL,USDT,TRADING,2025-09-19 12:00:00+00:00,7,0,315473900.7139,0.6956,True,,2026-03-18T13:10:27.033286+00:00
