symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket,probability,accepted
DOGEUSDT,trend_ema__directionshort_only_fast12_rsi_threshold58.0_slow89,trend_ema,2026-02-20 13:30:00+00:00,2026-02-20 13:30:00+00:00,short,0.011181906969289408,0.011981906969289408,target,0,0.6522657749217867,1,True,False,False,0.0001500225033754929,0.020453662494387986,0,0,0.01214998249074147,0.09757,0.09757,0.09556,0.09586,259841511.0,2026-02-20 13:44:59.999000+00:00,25027999.75178,49551,102834862.0,9903583.1464,-0.017681275388373465,-0.02513523342163557,-0.03364419886094265,-5.5834132756941806,0.8507462686567189,0.0,0.1492537313432811,0.02096807844773626,17.38671125391066,-0.0002546668809403158,-0.025032988948818037,-0.027101319837291908,-0.0042916334564993,-0.0020239460918048957,0.03152686653952213,-1.7293975042235286,0.0005777340263806744,3.8348297952503976,4.8642825146575435,-1.0,0.96,-0.03425347572033044,-0.2588190451025208,-0.9659258262890683,4,1.0,1.0,True
ETHUSDT,trend_ema__directionboth_fast21_rsi_threshold58.0_slow89,trend_ema,2026-02-18 13:30:00+00:00,2026-02-18 13:45:00+00:00,short,0.009997679578386615,0.010797679578386616,target,1,0.3443237784015264,1,True,False,False,0.001273690325541436,0.012588238727277063,0,0,0.010214171669881733,1984.87,1987.1,1972.2,1974.59,58707.336,2026-02-18 13:44:59.999000+00:00,116184518.9807,87612,27812.962,55051226.62665,-0.005187600819049919,-0.004164335303281463,-0.02323165655591913,-1.7334916687140363,0.6899328859060447,0.14966442953020392,0.1604026845637513,0.007545870281931877,32.78381107992368,-1.9484712547908387,-0.008249685060597823,-0.010152615626846646,-0.0016586526515626199,-0.0014178591554011577,0.03376043100678189,-0.6360031213214155,9.023545173164644,0.1802368139820458,1.1391627037694967,-1.0,0.43,-0.02296387926768928,-0.2588190451025208,-0.9659258262890683,2,1.0,1.0,True
SOLUSDT,trend_ema__directionboth_fast12_rsi_threshold58.0_slow89,trend_ema,2026-03-02 15:00:00+00:00,2026-03-02 15:00:00+00:00,long,0.018977806112491318,0.019777806112491317,target,0,0.6182781197468075,1,True,False,False,0.002369270777607763,0.02683195651493387,0,0,0.0033444518069637363,85.6,87.91,85.41,87.78,1709746.6,2026-03-02 15:14:59.999000+00:00,148328267.2169,123329,933960.75,81054140.2065,0.02503158550569377,0.052865442493258606,0.049029427240318606,7.083630110114144,0.8720000000000028,0.05199999999999818,0.0759999999999991,0.028480291638186373,80.91390598734037,0.37209882963263097,0.04124834236777076,0.04390536097516554,0.00833320465229459,0.00284837242473035,0.05123652851572435,1.7837715686347928,0.8074869700964764,3.2814684460008423,4.573242146607321,1.0,1.0,0.0,-0.7071067811865471,-0.7071067811865479,0,1.0,1.0,True
ZECUSDT,trend_ema__directionboth_fast21_rsi_threshold52.0_slow55,trend_ema,2026-02-23 17:15:00+00:00,2026-02-24 01:15:00+00:00,short,0.021784433785846293,0.022584433785846292,target,32,0.3383668050653148,1,True,False,False,0.011458669249339791,0.02941044748331815,0,0,0.022087965028527508,240.56,241.3,239.47,239.64,17537.012,2026-02-23 17:29:59.999000+00:00,4215276.44744,22458,7484.468,1799894.00638,-0.003790170929738617,-0.010873732372931984,-0.038596184238888005,-1.4110660189323323,0.5027322404371637,0.4043715846994558,0.0928961748633805,0.007636454682023087,33.08165974673426,-0.7968588109590311,-0.017747284470670466,-0.019783346601325868,-0.004713684675503149,-0.0029533909928712854,0.05639603913961568,-0.8421293318523226,2.1483501117882255,0.13983222937191672,1.082031521583908,-1.0,0.7,-0.04708127882933033,-0.9659258262890683,-0.25881904510252063,0,2.0,1.0,True
ETHUSDT,trend_ema__directionboth_fast12_rsi_threshold55.0_slow89,trend_ema,2026-02-28 19:00:00+00:00,2026-02-28 20:45:00+00:00,long,0.018493382858600586,0.019293382858600584,target,7,0.2333486853648597,1,True,False,False,0.00841806943764684,0.019559086644946946,0,0,0.004919168838299959,1934.86,1936.74,1918.86,1924.46,90414.968,2026-02-28 19:14:59.999000+00:00,174239031.49409,137595,44832.817,86382144.00017,-0.005394731856023899,0.011650069176778313,0.02623410229002207,1.9917319921984393,0.5816554809843288,0.10514541387025154,0.3131991051454196,0.009290917971794741,61.667434268242985,2.633721771743927,0.010899106116800903,0.014844585522017915,0.004586891344579014,0.0026547221219113126,0.02822668637049886,0.81305476068959,15.144649295459216,0.18953148083042082,1.1870782552017975,1.0,0.7,-0.0053802064221367685,-0.9659258262890684,0.2588190451025203,5,2.0,0.6991869918699187,True
ETHUSDT,trend_ema__directionboth_fast21_rsi_threshold55.0_slow89,trend_ema,2026-02-28 19:45:00+00:00,2026-02-28 22:30:00+00:00,long,0.019179246560492996,0.019979246560492995,target,11,0.36883046057522195,1,True,False,False,0.003909701610602128,0.02053621997852574,0,0,0.013202867512955619,1944.0,1951.49,1940.06,1945.78,60920.588,2026-02-28 19:59:59.999000+00:00,118561961.42913,121682,31933.458,62153225.17049,0.0009152189194493326,0.0056227841953937615,0.02497814297399052,0.9992934119522098,0.15573053368328632,0.4995625546806653,0.34470691163604833,0.005874250943066567,68.4415230287611,3.735110364814023,0.016959465321636464,0.023136811223325428,0.004883413741205711,0.004053285087870062,0.03883763692861566,0.99659004879362,15.244750182989753,-0.25989636291617196,0.7553594511015056,1.0,0.63,0.0,-0.9659258262890684,0.2588190451025203,5,2.0,0.6991869918699187,True
ETHUSDT,trend_ema__directionshort_only_fast12_rsi_threshold55.0_slow34,trend_ema,2026-03-01 10:00:00+00:00,2026-03-01 13:45:00+00:00,short,-0.009966652570824375,-0.009166652570824375,stop,15,0.1811343189699373,0,False,True,False,0.022715038845141363,0.006199703384603034,0,0,0.01231121913749458,1979.91,1984.19,1971.02,1982.61,80996.778,2026-03-01 10:14:59.999000+00:00,160148834.9801,120794,36283.191,71765412.44993,0.001357718635936401,-0.002538877910906749,-0.010007209951964847,-0.8702107594767982,0.20501138952162515,0.11996962794230416,0.6750189825360707,0.006642758787658729,40.943284051503134,-3.6286196115325042,-0.006247306975099897,-0.0017913782889747148,-0.0025115380405577037,-0.0002704705053269141,0.022691214569894997,-0.6982589095965895,12.174215302508781,0.7031374893275234,1.4612501079541458,1.0,0.16,-0.017965406562054365,0.49999999999999994,-0.8660254037844387,6,1.0,0.6991869918699187,True
ETHUSDT,trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow55,trend_ema,2026-03-01 12:45:00+00:00,2026-03-01 13:45:00+00:00,short,-0.008080710648873817,-0.007280710648873818,stop,4,0.2030717047380574,0,False,True,False,0.0209720880758154,0.007893376524970783,0,1,0.010083431966662683,1983.29,1983.29,1975.7,1977.48,24454.362,2026-03-01 12:59:59.999000+00:00,48366677.50721,49058,11966.218,23666064.06456,-0.0029337750827437554,-0.0024344798855262108,-0.003916506803021184,-0.9444003380801396,0.7654808959156796,0.0,0.23451910408432042,0.003838218338491372,39.84641476309713,-0.39495984136971707,-0.0045465001154357185,-0.003726029751352667,-0.0011183754652910327,-0.00039568826948654934,0.017527861614134967,-0.515762100284086,9.479701455392863,-0.6119368039739902,0.5736247370478881,1.0,0.1,-0.015410046653356102,1.2246467991473532e-16,-1.0,6,1.0,0.6991869918699187,True
