symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,5968585893.67,71508.6,True,,2026-03-15T15:23:56.474603+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,4757704127.05,2092.68,True,,2026-03-15T15:23:56.474603+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,905636922.5316,87.91,True,,2026-03-15T15:23:56.474603+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,463443466.5617,1.418,True,,2026-03-15T15:23:56.474603+00:00
TRUMPUSDT,TRUMP,PERPETUAL,USDT,TRADING,2025-01-18 13:00:00+00:00,6,2,444501103.21144,3.941,True,,2026-03-15T15:23:56.474603+00:00
CUSDT,C,PERPETUAL,USDT,TRADING,2025-07-15 09:00:00+00:00,7,0,417603951.34881,0.07938,True,,2026-03-15T15:23:56.474603+00:00
TAOUSDT,TAO,PERPETUAL,USDT,TRADING,2024-04-11 14:30:00+00:00,2,3,408039084.71,273.39,True,,2026-03-15T15:23:56.474603+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,398116070.66,227.95,True,,2026-03-15T15:23:56.474603+00:00
