symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,19398370395.6,2311.77,True,,2026-03-17T10:56:13.115957+00:00
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,18783524325.41,73714.5,True,,2026-03-17T10:56:13.115957+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2652042859.9626,93.5,True,,2026-03-17T10:56:13.115957+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,1644175547.2466,1.5099,True,,2026-03-17T10:56:13.115957+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,996993803.26,274.04,True,,2026-03-17T10:56:13.115957+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,888727408.33987,0.10018,True,,2026-03-17T10:56:13.115957+00:00
1000PEPEUSDT,1000PEPE,PERPETUAL,USDT,TRADING,2023-05-05 00:00:00+00:00,7,0,839957293.679277,0.0037535,True,,2026-03-17T10:56:13.115957+00:00
RIVERUSDT,RIVER,PERPETUAL,USDT,TRADING,2025-10-17 14:45:00+00:00,6,1,717460370.0999,23.786,True,,2026-03-17T10:56:13.115957+00:00
PIPPINUSDT,PIPPIN,PERPETUAL,USDT,TRADING,2025-01-24 10:15:00+00:00,7,0,535794872.68148,0.1764,True,,2026-03-17T10:56:13.115957+00:00
TAOUSDT,TAO,PERPETUAL,USDT,TRADING,2024-04-11 14:30:00+00:00,2,3,506215690.78,279.52,True,,2026-03-17T10:56:13.115957+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,501530238.254,669.73,True,,2026-03-17T10:56:13.115957+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,496769649.06668,40.935,True,,2026-03-17T10:56:13.115957+00:00
