symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16756890448.72,70409.1,True,,2026-03-19T07:04:55.532774+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16278254795.97,2178.77,True,,2026-03-19T07:04:55.532774+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2429563298.744,89.89,True,,2026-03-19T07:04:55.532774+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,970206039.9073,1.4694,True,,2026-03-19T07:04:55.532774+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,874558861.34361,40.812,True,,2026-03-19T07:04:55.532774+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,713067343.6,244.74,True,,2026-03-19T07:04:55.532774+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,641733136.88893,0.09463,True,,2026-03-19T07:04:55.532774+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,561376375.59421,0.89789,True,,2026-03-19T07:04:55.532774+00:00
BARDUSDT,BARD,PERPETUAL,USDT,TRADING,2025-09-18 11:00:00+00:00,7,0,479133064.6895,0.6137,True,,2026-03-19T07:04:55.532774+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,442203651.95346,0.0847,True,,2026-03-19T07:04:55.532774+00:00
