symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket
XRPUSDT,trend_ema__directionlong_only_fast12_rsi_threshold55.0_slow55,trend_ema,2025-11-16 05:00:00+00:00,2025-11-16 09:45:00+00:00,long,0.01267300535569623,0.01347300535569623,target,19,0.22636356250474918,1,True,False,False,0.0008620263020547225,0.013556961871217478,0,0,0.0,2.2467,2.2607,2.2451,2.2578,4371040.4,2025-11-16 05:14:59.999000+00:00,9857578.3405,20296,2476614.6,5584890.59508,0.0049284149040155064,0.003994147235124465,0.017379310255075636,0.996134038354719,0.7115384615384517,0.18589743589742896,0.10256410256411935,0.006909380813180998,61.31817812523746,0.002954764349839156,0.007970489618924971,0.007800434159006968,0.0014166562691020346,0.0007612924397357723,0.03234231755817816,0.716060901498277,0.012359041166758924,-0.2398708948558222,0.853611224761607,-1.0,,0.0,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast12_rsi_threshold55.0_slow55,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,0,0.0,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,1,-0.004821581096440734,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionshort_only_fast21_rsi_threshold52.0_slow89,trend_ema,2025-11-16 13:15:00+00:00,2025-11-16 15:45:00+00:00,short,0.006068560816034927,0.006868560816034927,target,10,0.3030259379989863,1,True,False,False,0.0009566389180359823,0.014715959812413432,0,0,0.0,95722.8,95800.0,95300.7,95345.8,1010.658,2025-11-16 13:29:59.999000+00:00,96542081.9724,29045,311.308,29745771.5504,-0.003946231764336094,-0.004428758962852254,-0.007607404163902581,-2.0909198754706866,0.7550570799118722,0.15461646304826085,0.09032645703986693,0.005236727784548484,34.848703100050685,-70.24880628966665,-0.0050212884829132325,-0.005286154273254093,-0.000887001507669849,-0.00043934491903452333,0.01520733040073871,-0.845139533390758,279.833722022914,0.21138147291855944,1.1628952089342106,-1.0,1.0,-0.012956870474774562,-0.2588190451025208,-0.9659258262890683,6,1.0
BTCUSDT,trend_ema__directionshort_only_fast21_rsi_threshold55.0_slow89,trend_ema,2025-11-16 13:15:00+00:00,2025-11-16 15:45:00+00:00,short,0.006068560816034927,0.006868560816034927,target,10,0.3030259379989863,1,True,False,False,0.0009566389180359823,0.014715959812413432,0,0,0.006068560816034927,95722.8,95800.0,95300.7,95345.8,1010.658,2025-11-16 13:29:59.999000+00:00,96542081.9724,29045,311.308,29745771.5504,-0.003946231764336094,-0.004428758962852254,-0.007607404163902581,-2.0909198754706866,0.7550570799118722,0.15461646304826085,0.09032645703986693,0.005236727784548484,34.848703100050685,-70.24880628966665,-0.0050212884829132325,-0.005286154273254093,-0.000887001507669849,-0.00043934491903452333,0.01520733040073871,-0.845139533390758,279.833722022914,0.21138147291855944,1.1628952089342106,-1.0,1.0,-0.012956870474774562,-0.2588190451025208,-0.9659258262890683,6,1.0
ETHUSDT,trend_ema__directionshort_only_fast21_rsi_threshold52.0_slow89,trend_ema,2025-11-16 13:30:00+00:00,2025-11-16 15:45:00+00:00,short,0.01218167812052129,0.01298167812052129,target,9,0.43054189696556366,1,True,False,False,0.007111123919650364,0.01954248368697782,0,0,0.0,3158.02,3166.26,3145.01,3145.23,52315.113,2025-11-16 13:44:59.999000+00:00,164951071.43895,93234,21191.35,66852961.45987,-0.004055062955673792,-0.009335569924646363,-0.023488128923025643,-2.333578392828386,0.6018823529411748,0.38776470588236406,0.010352941176461173,0.006756262658056803,28.472905151721818,-5.9145433818074995,-0.012233246353015358,-0.014522437468451508,-0.0029862610628995645,-0.0019709871453269523,0.0409838297277459,-0.7664603076792031,16.742807023367778,0.32664268635872934,1.3030685691997355,-1.0,0.9166666666666666,-0.03138155848395352,-0.2588190451025208,-0.9659258262890683,6,1.0
ETHUSDT,trend_ema__directionshort_only_fast21_rsi_threshold55.0_slow89,trend_ema,2025-11-16 13:30:00+00:00,2025-11-16 15:45:00+00:00,short,0.01218167812052129,0.01298167812052129,target,9,0.43054189696556366,1,True,False,False,0.007111123919650364,0.01954248368697782,0,0,0.01218167812052129,3158.02,3166.26,3145.01,3145.23,52315.113,2025-11-16 13:44:59.999000+00:00,164951071.43895,93234,21191.35,66852961.45987,-0.004055062955673792,-0.009335569924646363,-0.023488128923025643,-2.333578392828386,0.6018823529411748,0.38776470588236406,0.010352941176461173,0.006756262658056803,28.472905151721818,-5.9145433818074995,-0.012233246353015358,-0.014522437468451508,-0.0029862610628995645,-0.0019709871453269523,0.0409838297277459,-0.7664603076792031,16.742807023367778,0.32664268635872934,1.3030685691997355,-1.0,0.9166666666666666,-0.03138155848395352,-0.2588190451025208,-0.9659258262890683,6,1.0
ZECUSDT,trend_ema__directionshort_only_fast12_rsi_threshold52.0_slow89,trend_ema,2025-11-16 20:00:00+00:00,2025-11-16 23:00:00+00:00,short,-0.040844606358609016,-0.040044606358609014,stop,12,0.21532907218055983,0,False,True,False,0.04411019867953975,0.023107196085237487,1,0,0.0,669.57,679.5,662.0,676.46,68841.961,2025-11-16 20:14:59.999000+00:00,46116288.13432,101627,35313.052,23674323.65307,0.010252537764296707,-0.023362715290010994,-0.05977729315621886,-1.573512050025339,0.39371428571428496,0.17371428571428363,0.43257142857143144,0.02586997013866304,39.23354639097201,-4.146717224556136,-0.02776880088845804,-0.03219327368802742,-0.009994726963770906,-0.005484163697291877,0.115488885681804,-0.6621844971146188,17.845827968244503,-0.748082851473112,0.6873684058117292,-1.0,0.9368421052631579,-0.08057194117487154,-0.8660254037844386,0.5000000000000001,6,2.0
ZECUSDT,trend_ema__directionshort_only_fast12_rsi_threshold55.0_slow89,trend_ema,2025-11-16 20:00:00+00:00,2025-11-16 23:00:00+00:00,short,-0.040844606358609016,-0.040044606358609014,stop,12,0.21532907218055983,0,False,True,False,0.04411019867953975,0.023107196085237487,1,1,-0.040844606358609016,669.57,679.5,662.0,676.46,68841.961,2025-11-16 20:14:59.999000+00:00,46116288.13432,101627,35313.052,23674323.65307,0.010252537764296707,-0.023362715290010994,-0.05977729315621886,-1.573512050025339,0.39371428571428496,0.17371428571428363,0.43257142857143144,0.02586997013866304,39.23354639097201,-4.146717224556136,-0.02776880088845804,-0.03219327368802742,-0.009994726963770906,-0.005484163697291877,0.115488885681804,-0.6621844971146188,17.845827968244503,-0.748082851473112,0.6873684058117292,-1.0,0.9368421052631579,-0.08057194117487154,-0.8660254037844386,0.5000000000000001,6,2.0
ZECUSDT,trend_ema__directionshort_only_fast12_rsi_threshold58.0_slow89,trend_ema,2025-11-16 20:00:00+00:00,2025-11-16 23:00:00+00:00,short,-0.040844606358609016,-0.040044606358609014,stop,12,0.21532907218055983,0,False,True,False,0.04411019867953975,0.023107196085237487,1,2,-0.040844606358609016,669.57,679.5,662.0,676.46,68841.961,2025-11-16 20:14:59.999000+00:00,46116288.13432,101627,35313.052,23674323.65307,0.010252537764296707,-0.023362715290010994,-0.05977729315621886,-1.573512050025339,0.39371428571428496,0.17371428571428363,0.43257142857143144,0.02586997013866304,39.23354639097201,-4.146717224556136,-0.02776880088845804,-0.03219327368802742,-0.009994726963770906,-0.005484163697291877,0.115488885681804,-0.6621844971146188,17.845827968244503,-0.748082851473112,0.6873684058117292,-1.0,0.9368421052631579,-0.08057194117487154,-0.8660254037844386,0.5000000000000001,6,2.0
