symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket,probability,accepted
DOGEUSDT,breakout__atr_filter1.2_directionlong_only_window30,breakout,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,long,0.017449429452655825,0.018249429452655824,target,0,2.9516485322199264,1,True,False,False,0.00014997750337464267,0.025202464391447646,0,0,0.0070715521864353065,0.09544,0.09786,0.09544,0.09735,353533893.0,2026-03-01 02:14:59.999000+00:00,34273130.97752,66724,193871030.0,18792952.87813,0.019814954028548163,0.043672312020644706,0.034486176071169404,7.527475703896808,0.7892561983471094,0.21074380165289067,0.0,0.024858757062146946,79.15555653051382,0.000169991264089497,0.03323649023742832,0.04514847035551601,0.00641983264410384,0.004698786103631392,0.0370891793402647,1.8484868825709528,0.000819880813580447,3.8607722857675104,4.123267029591292,1.0,0.6,0.0,0.49999999999999994,0.8660254037844387,6,0.0,0.96703297,True
PIPPINUSDT,trend_ema__directionshort_only_fast12_rsi_threshold50.0_slow89,trend_ema,2026-02-28 06:45:00+00:00,2026-02-28 08:15:00+00:00,short,0.073811681015686,0.074611681015686,target,6,0.1617609102545407,1,True,False,False,0.007000046675475751,0.08539779068665528,0,0,0.04611891912326551,0.64535,0.64977,0.63113,0.64217,7998237.0,2026-02-28 06:59:59.999000+00:00,5115792.86621,73493,4111585.0,2630992.82836,-0.004676281485412785,-0.04649099429464994,-0.038071903201704206,-2.2980887371475243,0.1706008583690967,0.23712446351931232,0.592274678111591,0.029026581746266548,41.911954487272965,-0.0067208174179174225,-0.035974192007398854,-0.026119736214793715,-0.011053372882184553,-0.001562841145284266,0.10544499422494734,-0.893002259365576,0.01921327242002511,0.37663982685331243,1.155333134222346,1.0,0.37,-0.08398830325939655,1.0,6.123233995736766e-17,5,0.0,0.99688023,True
XRPUSDT,breakout__atr_filter1.2_directionlong_only_window30,breakout,2026-03-01 02:00:00+00:00,2026-03-01 02:15:00+00:00,long,0.01938510157804608,0.02018510157804608,target,1,2.101610150814204,1,True,False,False,0.00022128331014220731,0.02159829356077273,0,0,0.010086901439451873,1.4022,1.4281,1.4021,1.4205,38778632.1,2026-03-01 02:14:59.999000+00:00,55008947.66984,91005,20951796.9,29714726.43568,0.012966490521375416,0.037586006368174316,0.03197354220232896,7.372713161062461,0.7038461538461611,0.2923076923076855,0.003846153846153419,0.01830341429074271,77.55067035803205,0.001951353746580585,0.02944471897129765,0.043002936010758545,0.006441279359711949,0.005154685178285101,0.034667249505900034,1.7096873720428611,0.012371466701341885,2.971481982193133,3.3683324677237736,1.0,0.5,0.0,0.49999999999999994,0.8660254037844387,6,0.0,0.96703297,True
ZECUSDT,breakout__atr_filter1.2_directionlong_only_window30,breakout,2026-03-01 02:00:00+00:00,2026-03-01 02:00:00+00:00,long,0.025094697292361797,0.025894697292361796,target,0,2.2890538499368582,1,True,False,False,0.0001499775033745341,0.02617825011507596,0,2,0.011681439035621317,224.82,230.74,224.82,229.94,52701.893,2026-03-01 02:14:59.999000+00:00,12047164.63402,65237,29688.162,6781032.74607,0.022562804309676134,0.049568931276950216,0.04169397877464527,6.574102671803163,0.8648648648648634,0.1351351351351367,0.0,0.025745846742628583,76.99872267795328,0.4704879490888281,0.04011163885835497,0.055241032684735424,0.008219695927111692,0.006242608231058044,0.04992628781382089,1.6725113798465199,2.586221377082638,2.783537789654409,2.56213400679375,1.0,0.59,0.0,0.49999999999999994,0.8660254037844387,6,0.0,0.9510102,True
PIPPINUSDT,trend_ema__directionshort_only_fast12_rsi_threshold60.0_slow89,trend_ema,2026-02-18 20:30:00+00:00,2026-02-19 06:45:00+00:00,short,0.06880376504297234,0.06960376504297233,target,41,0.26810318071590616,1,True,False,False,0.007168347045337864,0.07270871680241268,0,0,0.07591301504010864,0.51587,0.51929,0.51384,0.51461,4417542.0,2026-02-18 20:44:59.999000+00:00,2282467.03408,34413,2227759.0,1151306.84672,-0.002697433253743211,-0.01892169440338158,-0.09136119107994055,-1.6687958617527834,0.23119266055046306,0.627522935779805,0.14128440366973194,0.010590544295680352,36.59484096420469,-0.003704648703571939,-0.035047464544908494,-0.03138277565116941,-0.010140190460482756,-0.004881656850560523,0.12517684542722576,-0.6948436916040189,0.013723983082328693,-1.0037209744701132,0.4533980482744982,1.0,0.01,-0.09701702052991745,-0.8660254037844386,0.5000000000000001,2,2.0,0.9756098,True
PIPPINUSDT,trend_ema__directionshort_only_fast21_rsi_threshold52.0_slow89,trend_ema,2026-02-18 21:15:00+00:00,2026-02-19 07:00:00+00:00,short,0.06256237730506004,0.06336237730506003,target,39,0.3337575938093704,1,True,False,False,0.018529502243100595,0.0661614124122782,0,0,0.06811622372112139,0.50934,0.5104,0.50375,0.50782,6800316.0,2026-02-18 21:29:59.999000+00:00,3448717.71947,47295,3416924.0,1733812.93354,-0.002870909453920312,-0.015979711401700455,-0.0824785192235659,-2.5587929671361067,0.2285714285714257,0.15939849624059554,0.6120300751879787,0.013095191209483544,33.31212030953148,-0.0031330037038591113,-0.036944753056544884,-0.04040018161953003,-0.011385599039015037,-0.006977558386346949,0.12723741012560252,-0.680197997103048,0.012460313714240568,-0.4487713435750415,0.7983953468863647,-1.0,0.01,-0.09935442678774109,-0.7071067811865477,0.7071067811865474,2,2.0,0.9756098,True
PIPPINUSDT,trend_ema__directionshort_only_fast34_rsi_threshold50.0_slow55,trend_ema,2026-02-25 09:45:00+00:00,2026-02-25 14:00:00+00:00,short,0.041539551913275574,0.042339551913275576,target,17,0.1396318246914096,1,True,False,False,0.01111162567608958,0.052078037578326714,0,0,0.018964832731424595,0.7792,0.78463,0.77833,0.78353,2357902.0,2026-02-25 09:59:59.999000+00:00,1840981.73536,24399,1143138.0,892664.90461,0.005657108211384186,-0.007197752220248163,-0.034360054811360174,-0.5480625964516436,0.6873015873015694,0.1746031746031883,0.1380952380952422,0.008040534504103332,43.01840876542952,-0.0010635296434028194,-0.011554531455733798,-0.01811761808256968,-0.004832669096396236,-0.004181945359906791,0.05175618210049717,-0.4640468867958863,0.012701954075770211,-0.8178445632534967,0.6300519704923907,-1.0,0.59,-0.03377645143787311,0.7071067811865476,-0.7071067811865475,2,1.0,0.96703297,True
PIPPINUSDT,trend_ema__directionshort_only_fast34_rsi_threshold58.0_slow144,trend_ema,2026-02-25 15:00:00+00:00,2026-02-25 16:00:00+00:00,short,0.04866131847338747,0.04946131847338747,target,4,0.43558976941857225,1,True,False,False,0.01502300174958213,0.052089105882889314,0,0,0.010159005448441838,0.735,0.74593,0.73307,0.73382,7006668.0,2026-02-25 15:14:59.999000+00:00,5179898.98773,69595,3932831.0,2908594.54275,-0.0015931267454063506,-0.013642850264597106,-0.04349265042879947,-2.1486307827002267,0.09175738724727531,0.8499222395023336,0.05832037325039109,0.017524733585892974,28.220511529071388,-0.0017909350281020246,-0.028988908122223978,-0.053114985443926024,-0.009855118456131629,-0.010421785387055071,0.06654978483624223,-0.8774594856930664,0.014419485930814721,0.5589254717329065,1.2882318978279577,-1.0,0.01,-0.049726761803631114,-0.7071067811865471,-0.7071067811865479,2,1.0,0.96703297,True
PIPPINUSDT,trend_ema__directionshort_only_fast21_rsi_threshold58.0_slow144,trend_ema,2026-02-27 05:15:00+00:00,2026-02-27 06:45:00+00:00,short,0.03703384730474157,0.03783384730474157,target,6,0.3525502447056914,1,True,False,False,0.00016267238223941285,0.0451997932240682,0,0,0.03790912848294197,0.79064,0.79065,0.78162,0.78284,3330020.0,2026-02-27 05:29:59.999000+00:00,2614408.67606,41956,1509491.0,1185259.03361,-0.009901763169791631,-0.022533033785736786,-0.011001546484298448,-2.893947428585676,0.8637873754152873,0.0011074197120658372,0.13510520487264688,0.011534924122426016,32.37248776471543,-0.0011742670704902123,-0.02727023741151109,-0.04204628058431149,-0.00659937846095382,-0.00626672571281206,0.04379172578701923,-1.1349278852936984,0.011753858833453049,0.3390874238037549,1.1593022866386584,-1.0,0.01,-0.04152994759782558,0.9659258262890683,0.25881904510252074,4,0.0,0.96703297,True
PIPPINUSDT,trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow144,trend_ema,2026-03-08 07:15:00+00:00,2026-03-08 11:45:00+00:00,short,0.025522382654102553,0.02632238265410255,target,18,0.14877670344537067,1,True,False,False,0.010994415048170047,0.02862824918526522,0,0,0.016004310298953515,0.35692,0.35834,0.35621,0.35626,1795929.0,2026-03-08 07:29:59.999000+00:00,641225.63189,11296,1008131.0,359944.53837,-0.0018228477922054246,-0.005737732130087841,-0.014241562833560612,-1.3664120444497128,0.30985915492957966,0.6666666666666666,0.023474178403753668,0.0059787795430302736,42.56116482773147,-0.0008269349563833149,-0.007723513207077319,-0.008398204183727371,-0.0027851887177580137,-0.001794912871711074,0.03209730658564233,-0.770332024862116,0.0036411852114096245,-0.4386645122968031,0.8419391205820124,-1.0,0.1,-0.02147879586903978,0.9659258262890683,-0.25881904510252063,6,0.0,0.96703297,True
