group_key,symbol,family,strategy_id,trade_count,avg_probability,median_probability,max_probability,avg_signal_strength,selected_group
HYPEUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,HYPEUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,2,0.6871577054464149,0.6871577054464149,0.6940583546687663,0.47333827401219675,True
SIRENUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,SIRENUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,4,0.6680812410584066,0.6763913708284846,0.6907193797342264,0.5120854239699075,True
PIPPINUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,PIPPINUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,3,0.6632049175661202,0.6898905337317809,0.6917064141990539,0.4526746365618721,True
SIRENUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,SIRENUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,10,0.6622614798230613,0.6597874598815848,0.6991926889309239,2.0072949507446545,True
ETHUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,ETHUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,1,0.6573476046568355,0.6573476046568355,0.6573476046568355,2.444028335271522,True
DOGEUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,DOGEUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,2,0.6543617229787609,0.6543617229787609,0.6717174275434434,2.3823219527418367,True
SOLUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,SOLUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,2,0.6530580434589768,0.6530580434589768,0.7052691125210202,0.5107265347980141,True
ZECUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,ZECUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,3,0.6483137658503482,0.654873770535231,0.6601598675375764,2.079689344120236,True
PIPPINUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,PIPPINUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,4,0.6443468584195342,0.6501693026837967,0.6985453249498169,3.827335718725462,True
1000PEPEUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,1000PEPEUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,2,0.6353300225218543,0.6353300225218543,0.6726579410863857,1.968023113779382,True
DOGEUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,DOGEUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,3,0.6265293930013577,0.6470035367082629,0.6805916995340615,0.4508035232260143,True
XRPUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,XRPUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,2,0.6172388827856549,0.6172388827856549,0.6770109521116587,2.3863480824752106,False
BTCUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,BTCUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,1,0.6060754199780212,0.6060754199780212,0.6060754199780212,1.649875030187088,False
XRPUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,XRPUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,2,0.6057295008714016,0.6057295008714016,0.6070754934821211,0.4016442660282682,True
HYPEUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,HYPEUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,3,0.6049018393873952,0.6009943625816528,0.6542035030357702,2.0039504129061183,False
ETHUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,ETHUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,3,0.5956594082806179,0.5846628892220075,0.6258865492524527,0.39209343967412885,False
SOLUSDT|breakout|breakout__atr_filter1.2_directionlong_only_window30,SOLUSDT,breakout,breakout__atr_filter1.2_directionlong_only_window30,3,0.5931525304116234,0.5686884895691328,0.6559931548765293,2.473447063702216,False
ZECUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,ZECUSDT,trend_ema,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,2,0.5895892765817896,0.5895892765817896,0.627946881487467,0.37342218416888884,False
