symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16538150168.03,70682.5,True,,2026-03-19T05:31:00.671128+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16210835498.86,2188.78,True,,2026-03-19T05:31:00.671128+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2386682339.4277,89.76,True,,2026-03-19T05:31:00.671128+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,929443072.5359,1.4603,True,,2026-03-19T05:31:00.671128+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,873534210.30672,41.168,True,,2026-03-19T05:31:00.671128+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,715293864.3,246.22,True,,2026-03-19T05:31:00.671128+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,645237677.27345,0.09442,True,,2026-03-19T05:31:00.671128+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,547787416.25193,0.93979,True,,2026-03-19T05:31:00.671128+00:00
BARDUSDT,BARD,PERPETUAL,USDT,TRADING,2025-09-18 11:00:00+00:00,7,0,473075552.4388,0.6323,True,,2026-03-19T05:31:00.671128+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,420582160.65,648.6,True,,2026-03-19T05:31:00.671128+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,412712095.85191,0.08472,True,,2026-03-19T05:31:00.671128+00:00
ENJUSDT,ENJ,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,5,0,405765400.90582,0.02507,True,,2026-03-19T05:31:00.671128+00:00
