symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket,probability,accepted,group_key
DOGEUSDT,trend_ema__directionboth_fast12_rsi_threshold55.0_slow89,trend_ema,2026-02-20 13:30:00+00:00,2026-02-20 13:30:00+00:00,short,0.011181906969289408,0.011981906969289408,target,0,0.6522657749217867,1,True,False,False,0.0001500225033754929,0.020453662494387986,0,0,0.011086678080212983,0.09757,0.09757,0.09556,0.09586,259841511.0,2026-02-20 13:44:59.999000+00:00,25027999.75178,49551,102834862.0,9903583.1464,-0.017681275388373465,-0.02513523342163557,-0.03364419886094265,-5.5834132756941806,0.8507462686567189,0.0,0.1492537313432811,0.02096807844773626,17.38671125391066,-0.0002546668809403158,-0.025032988948818037,-0.027101319837291908,-0.0042916334564993,-0.0020239460918048957,0.03152686653952213,-1.7293975042235286,0.0005777340263806744,3.8348297952503976,4.8642825146575435,-1.0,0.96,-0.03425347572033044,-0.2588190451025208,-0.9659258262890683,4,1.0,1.0,True,DOGEUSDT|trend_ema|trend_ema__directionboth_fast12_rsi_threshold55.0_slow89
ZECUSDT,trend_ema__directionboth_fast21_rsi_threshold58.0_slow55,trend_ema,2026-02-24 16:30:00+00:00,2026-02-24 16:30:00+00:00,long,0.01910669867884873,0.019906698678848728,target,0,0.6406597304068523,1,True,False,False,0.007563369597530473,0.022589978021395576,0,0,0.009674506989284026,240.07,245.53,238.29,245.39,50650.522,2026-02-24 16:44:59.999000+00:00,12277386.63958,45797,26079.201,6327333.59727,0.021918234168059998,0.03761964825806962,0.052797940076296825,5.974499354850417,0.7348066298342523,0.019337016574587654,0.24585635359116007,0.029504054769958064,82.03298652034262,1.1752739092810376,0.03748715742498022,0.041583575948560804,0.008777533022153117,0.004816796163297221,0.059735771007775634,1.481914288310256,2.292466686458627,2.9741421728111175,3.368530385083454,1.0,0.93,0.0,-0.8660254037844385,-0.5000000000000004,1,2.0,0.9529411764705882,True,ZECUSDT|trend_ema|trend_ema__directionboth_fast21_rsi_threshold58.0_slow55
BTCUSDT,trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89,trend_ema,2026-02-26 15:15:00+00:00,2026-02-26 16:45:00+00:00,short,0.010663493795175153,0.011463493795175153,target,6,0.4770296721743506,1,True,False,False,0.004312685782220303,0.01298991495335568,0,0,0.007647207374006102,67346.8,67369.8,66821.0,66950.7,9177.534,2026-02-26 15:29:59.999000+00:00,615146542.6642,197659,3924.375,262997449.698,-0.005897376236738273,-0.016682889842881195,-0.01738185376016149,-7.098622316255783,0.7217565597667707,0.04190962099125342,0.23633381924197594,0.00819707635618452,26.14851639128247,-102.73702979955164,-0.0137305392452315,-0.01596507747372796,-0.002955891595044502,-0.0015660315398428049,0.01983027637280968,-1.5190439249251144,325.9108472359185,3.4013907908220373,4.295368356523505,-1.0,0.34,-0.021368870646635396,-0.7071067811865471,-0.7071067811865479,3,1.0,1.0,True,BTCUSDT|trend_ema|trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89
SOLUSDT,trend_ema__directionshort_only_fast21_rsi_threshold55.0_slow55,trend_ema,2026-02-27 10:45:00+00:00,2026-02-27 11:30:00+00:00,short,0.013986816695710603,0.014786816695710603,target,3,0.500756094943267,1,True,False,False,0.0009711637369578122,0.022255402584373266,0,0,0.01429718365644809,85.26,85.33,84.5,84.65,430324.98,2026-02-27 10:59:59.999000+00:00,36488972.0492,33445,185721.76,15747624.1236,-0.007180302757919979,-0.018956804509342937,-0.030596232945670952,-4.943035908524747,0.7349397590361454,0.08433734939758232,0.18072289156627228,0.009805079740106299,24.96219525283665,-0.33235641519594833,-0.02147792705640983,-0.023481453585614702,-0.005898907067598103,-0.003373452555337497,0.04326994570015346,-1.1454056665188712,0.5274843850688118,1.1447537614486645,1.6496689558080162,-1.0,0.69,-0.03510771685854319,0.49999999999999994,-0.8660254037844387,4,1.0,0.9529411764705882,True,SOLUSDT|trend_ema|trend_ema__directionshort_only_fast21_rsi_threshold55.0_slow55
ETHUSDT,trend_ema__directionshort_only_fast12_rsi_threshold52.0_slow89,trend_ema,2026-03-03 06:00:00+00:00,2026-03-03 08:30:00+00:00,short,0.013655828856304767,0.014455828856304767,target,10,0.33093135794371337,1,True,False,False,0.005355398611101051,0.0176145156308973,0,0,0.008824855654954833,1992.47,1995.0,1988.81,1993.09,38439.848,2026-03-03 06:14:59.999000+00:00,76579887.70518,79993,19159.386,38175047.29419,0.00031614206583630114,-0.00823954674866973,-0.007517742505479426,-3.1773725963513653,0.10016155088851138,0.30856219709209454,0.5912762520193942,0.00310573029818024,33.45343210281433,-1.272575352908448,-0.007847892659980775,-0.010220629829980267,-0.0024867974668156823,-0.0015321627145742367,0.019168927484702752,-0.8287181095929266,11.138722963051565,-0.2320632705758605,0.8584061892587476,-1.0,0.05,-0.01816291946639348,1.0,6.123233995736766e-17,1,0.0,0.9529411764705882,True,ETHUSDT|trend_ema|trend_ema__directionshort_only_fast12_rsi_threshold52.0_slow89
ZECUSDT,trend_ema__directionboth_fast9_rsi_threshold58.0_slow89,trend_ema,2026-03-03 08:45:00+00:00,2026-03-03 14:45:00+00:00,short,0.021837758692656327,0.022637758692656326,target,24,0.4107242013628689,1,True,False,False,0.012221197341450926,0.024084826596821998,0,0,0.014878465876593921,216.25,216.26,213.87,214.35,40630.077,2026-03-03 08:59:59.999000+00:00,8737354.14347,35290,17986.882,3870290.98561,-0.008824952768002594,-0.030959665393142103,-0.025835518595627865,-4.903843627326861,0.7949790794979149,0.004184100418406261,0.20083682008367887,0.01114998833683222,29.463789931856553,-0.6853204120952001,-0.026538886853740593,-0.0290123783599433,-0.005838019876714617,-0.002630823717095221,0.03793512697807467,-1.4808070696761817,1.9887386589960347,3.0600685207689002,3.2202110482005915,-1.0,0.8,-0.03775363620039507,0.8660254037844387,-0.4999999999999998,1,1.0,1.0,True,ZECUSDT|trend_ema|trend_ema__directionboth_fast9_rsi_threshold58.0_slow89
DOGEUSDT,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,trend_ema,2026-03-04 08:45:00+00:00,2026-03-04 08:45:00+00:00,long,0.016156007220374594,0.016956007220374592,target,0,0.43918984238923686,1,True,False,False,0.00014997750337464533,0.02013363927053699,0,0,0.010081948783357563,0.0907,0.09254,0.0907,0.09225,325024005.0,2026-03-04 08:59:59.999000+00:00,29811475.83672,53029,149247183.0,13686946.2899,0.016834678293783763,0.02380411852925647,0.033172913356304894,4.138701119631194,0.8423913043478264,0.1576086956521736,0.0,0.01994579945799452,71.95949211946184,0.0002865930268654316,0.026062934678816266,0.02716229088362315,0.004468094384493915,0.0021849353939666916,0.03621156037757046,1.6798726755372686,0.0007027379153645896,3.8739434392581154,4.238509974799703,1.0,0.82,0.0,0.8660254037844387,-0.4999999999999998,2,1.0,0.9529411764705882,True,DOGEUSDT|trend_ema|trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55
BTCUSDT,trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89,trend_ema,2026-03-10 21:45:00+00:00,2026-03-11 04:45:00+00:00,short,-0.008625036438516653,-0.007825036438516652,stop,28,0.2879051704098123,0,False,True,False,0.008066856810180704,0.004289833459150182,0,0,0.0012536406242511604,69697.4,69788.1,69485.7,69712.8,1267.333,2026-03-10 21:59:59.999000+00:00,88262492.6104,44876,642.735,44769511.7026,0.0002194959778643069,-0.006863221220340084,-0.015857750728803424,-2.9018065964889486,0.05092592592595333,0.24900793650793895,0.7000661375661077,0.004337797362894744,35.604741479509386,-45.82420383210672,-0.00655657271196901,-0.00830102333148379,-0.0020263659289647684,-0.0012338456436715717,0.023421318556925967,-0.6099256790321402,359.1684538358893,-0.7916601053470083,0.40597499244642865,-1.0,0.1,-0.021076000825683727,-0.7071067811865477,0.7071067811865474,1,2.0,0.9529411764705882,True,BTCUSDT|trend_ema|trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89
DOGEUSDT,trend_ema__directionshort_only_fast21_rsi_threshold52.0_slow55,trend_ema,2026-03-10 22:45:00+00:00,2026-03-11 02:30:00+00:00,short,0.019159461451809523,0.01995946145180952,target,15,0.2655204767196163,1,True,False,False,0.004706756023999072,0.021679910176821138,0,0,0.009461104093228825,0.09438,0.0945,0.09425,0.09428,29019188.0,2026-03-10 22:59:59.999000+00:00,2738824.21258,6799,14567345.0,1375033.54997,-0.001060108230311137,-0.0009541479653112474,-0.011809500386310437,-0.18993652724349577,0.4000000000000111,0.47999999999998,0.12000000000000888,0.0026516758591429808,36.723976164019184,-4.704652465154066e-05,-0.008545295281352578,-0.01077132181280263,-0.002539458542807571,-0.002196276296319577,0.02268044406752262,-0.5294648392631952,0.0007174396649839477,-1.1129276971532338,0.2081303861842724,-1.0,0.52,-0.020467532467532412,-0.5000000000000004,0.8660254037844384,1,2.0,0.9529411764705882,True,DOGEUSDT|trend_ema|trend_ema__directionshort_only_fast21_rsi_threshold52.0_slow55
ETHUSDT,trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89,trend_ema,2026-03-12 02:15:00+00:00,2026-03-12 02:45:00+00:00,short,0.009361944376989085,0.010161944376989085,target,2,0.35330594932585485,1,True,False,False,0.0007374217560240908,0.010961613359226309,0,0,0.009038436503792888,2043.21,2044.41,2033.65,2038.46,65239.513,2026-03-12 02:29:59.999000+00:00,132928128.09446,80961,29842.422,60806555.41438,-0.00233237400181001,-0.004810677901832542,-0.014169710606768316,-2.251803784208809,0.44144981412639445,0.11152416356877755,0.447026022304828,0.005278494549807203,32.33470253370726,-1.9073137630044013,-0.007201597194600171,-0.007770464925332518,-0.0018743714785959265,-0.0010044126323618396,0.01965322010901793,-0.8661784256320969,8.479380999805175,2.464433802646049,2.531267687772395,-1.0,0.16,-0.01944316170245519,0.49999999999999994,0.8660254037844387,3,0.0,0.9529411764705882,True,ETHUSDT|trend_ema|trend_ema__directionshort_only_fast9_rsi_threshold52.0_slow89
