symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket
ZECUSDT,trend_ema__directionshort_only_fast12_rsi_threshold52.0_slow34,trend_ema,2025-11-16 00:45:00+00:00,2025-11-16 01:15:00+00:00,short,-0.03058443822530299,-0.02978443822530299,stop,2,0.15768164251366926,0,False,True,False,0.04053417838975557,0.004455321581522235,1,0,0.0,658.03,668.7,656.57,661.41,39927.013,2025-11-16 00:59:59.999000+00:00,26482466.73523,52642,20936.251,13881947.1124,0.00516898855168199,-0.01267988684599564,0.003286263511019944,-1.2326378170159233,0.27864798021434434,0.6009892827699983,0.12036273701565732,0.018339607807562625,42.11591787431654,-2.6400159366279516,-0.01110007455828384,,-0.005557333138751619,,0.06402259123203854,-0.45424703769026903,12.99735630262252,-0.08332917035714557,0.9726635784099911,,,-0.0404474169072524,0.0,1.0,6,0.0
ZECUSDT,trend_ema__directionshort_only_fast12_rsi_threshold55.0_slow34,trend_ema,2025-11-16 00:45:00+00:00,2025-11-16 01:15:00+00:00,short,-0.03058443822530299,-0.02978443822530299,stop,2,0.15768164251366926,0,False,True,False,0.04053417838975557,0.004455321581522235,1,1,-0.03058443822530299,658.03,668.7,656.57,661.41,39927.013,2025-11-16 00:59:59.999000+00:00,26482466.73523,52642,20936.251,13881947.1124,0.00516898855168199,-0.01267988684599564,0.003286263511019944,-1.2326378170159233,0.27864798021434434,0.6009892827699983,0.12036273701565732,0.018339607807562625,42.11591787431654,-2.6400159366279516,-0.01110007455828384,,-0.005557333138751619,,0.06402259123203854,-0.45424703769026903,12.99735630262252,-0.08332917035714557,0.9726635784099911,,,-0.0404474169072524,0.0,1.0,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,0,0.0,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
SOLUSDT,trend_ema__directionboth_fast21_rsi_threshold58.0_slow55,trend_ema,2025-11-16 05:30:00+00:00,2025-11-16 11:15:00+00:00,long,-0.008617998157226449,-0.007817998157226448,stop,23,0.1858095672475399,0,False,True,False,0.01017389046542769,0.011779890740195854,0,0,0.0,141.64,141.67,141.33,141.46,58539.8,2025-11-16 05:44:59.999000+00:00,8282292.9027,14928,25283.47,3577194.4004,-0.0013422346686817177,0.004037547542658765,0.025995949901496406,1.0496381532465413,0.5294117647058577,0.08823529411765689,0.38235294117648533,0.002403506291530998,59.290478362376994,0.17147957332007455,0.0048111020144864505,0.005549112238553606,0.0022213028292372705,0.001227521745738036,0.032821633258929304,0.4613656360891618,0.7098855086818617,-1.0621132587007045,0.41578085651745683,1.0,,-0.0034519196900315574,0.9659258262890683,0.25881904510252074,6,0.0
SOLUSDT,trend_ema__directionboth_fast21_rsi_threshold55.0_slow55,trend_ema,2025-11-16 05:30:00+00:00,2025-11-16 11:15:00+00:00,long,-0.008617998157226449,-0.007817998157226448,stop,23,0.1858095672475399,0,False,True,False,0.01017389046542769,0.011779890740195854,0,1,-0.008617998157226449,141.64,141.67,141.33,141.46,58539.8,2025-11-16 05:44:59.999000+00:00,8282292.9027,14928,25283.47,3577194.4004,-0.0013422346686817177,0.004037547542658765,0.025995949901496406,1.0496381532465413,0.5294117647058577,0.08823529411765689,0.38235294117648533,0.002403506291530998,59.290478362376994,0.17147957332007455,0.0048111020144864505,0.005549112238553606,0.0022213028292372705,0.001227521745738036,0.032821633258929304,0.4613656360891618,0.7098855086818617,-1.0621132587007045,0.41578085651745683,1.0,,-0.0034519196900315574,0.9659258262890683,0.25881904510252074,6,0.0
XRPUSDT,trend_ema__directionboth_fast21_rsi_threshold55.0_slow55,trend_ema,2025-11-16 05:45:00+00:00,2025-11-16 11:15:00+00:00,long,-0.008615943896815102,-0.007815943896815102,stop,22,0.21359785469626474,0,False,True,False,0.008700626845002156,0.009907003846622504,0,0,0.0,2.2568,2.2589,2.2541,2.2575,1563772.8,2025-11-16 05:59:59.999000+00:00,3529041.30959,10247,877175.5,1979638.39033,0.0003101256033538596,0.0047955333677093225,0.02131074067188104,1.4652957038131036,0.14583333333327358,0.2916666666667322,0.5624999999999942,0.0021262458471760426,60.67989273481324,0.0025032571929176576,0.00590480813180057,0.006846669525350847,0.00194912887851717,0.0012814737619315508,0.031848333974550044,0.5361276513356568,0.011263889738837223,-1.0286201477100623,0.3203044771160527,1.0,,-0.00013287270794581918,0.9659258262890683,0.25881904510252074,6,0.0
XRPUSDT,trend_ema__directionboth_fast21_rsi_threshold58.0_slow55,trend_ema,2025-11-16 05:45:00+00:00,2025-11-16 11:15:00+00:00,long,-0.008615943896815102,-0.007815943896815102,stop,22,0.21359785469626474,0,False,True,False,0.008700626845002156,0.009907003846622504,0,1,-0.008615943896815102,2.2568,2.2589,2.2541,2.2575,1563772.8,2025-11-16 05:59:59.999000+00:00,3529041.30959,10247,877175.5,1979638.39033,0.0003101256033538596,0.0047955333677093225,0.02131074067188104,1.4652957038131036,0.14583333333327358,0.2916666666667322,0.5624999999999942,0.0021262458471760426,60.67989273481324,0.0025032571929176576,0.00590480813180057,0.006846669525350847,0.00194912887851717,0.0012814737619315508,0.031848333974550044,0.5361276513356568,0.011263889738837223,-1.0286201477100623,0.3203044771160527,1.0,,-0.00013287270794581918,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionboth_fast21_rsi_threshold55.0_slow55,trend_ema,2025-11-16 06:30:00+00:00,2025-11-16 09:45:00+00:00,long,0.0052713015217131865,0.006071301521713187,target,13,0.11936014139132879,1,True,False,False,0.0027959187326959227,0.00668736806794413,0,1,-0.004821581096440734,95943.9,95972.7,95898.3,95900.4,292.516,2025-11-16 06:44:59.999000+00:00,28062305.5004,11703,139.694,13401216.7268,-0.0004545350372558425,-8.654438194212069e-05,0.002175452493829242,-0.05809306332869715,0.5846774193548845,0.38709677419361777,0.02822580645149776,0.0007758048975811799,55.96800706956644,17.17655958488035,0.0012305808788384155,0.001564791195414597,0.0004966613212837867,0.0003543345658032493,0.008530209555957674,0.33344810350857146,221.70549663923305,-0.7794513655693304,0.4460686725188693,1.0,,-0.0010375000000000245,1.0,6.123233995736766e-17,6,0.0
XRPUSDT,trend_ema__directionshort_only_fast12_rsi_threshold52.0_slow34,trend_ema,2025-11-16 12:00:00+00:00,2025-11-16 13:45:00+00:00,short,0.011429917781262624,0.012229917781262624,target,7,0.2933233565804315,1,True,False,False,0.005208293664046753,0.013995231361865049,0,0,0.011429917781262624,2.2343,2.2399,2.2312,2.2341,4844353.8,2025-11-16 12:14:59.999000+00:00,10837306.97785,18594,2463280.9,5511009.9194,-4.475975203836095e-05,-0.009754871233239764,-0.011128041478467023,-3.2874250061387906,0.022988505747123505,0.6436781609195091,0.33333333333336734,0.0038941855780852026,35.333832170978425,-0.004863716191794831,-0.008639673617825621,-0.007929605396771133,-0.0030505707949168848,-0.00125767670497412,0.023447013874910695,-0.9125684356967353,0.010769305272498472,0.4357513780248329,1.2946544642321274,1.0,0.3384615384615385,-0.01823694849709956,1.2246467991473532e-16,-1.0,6,1.0
SOLUSDT,trend_ema__directionshort_only_fast12_rsi_threshold55.0_slow34,trend_ema,2025-11-16 12:00:00+00:00,2025-11-16 15:45:00+00:00,short,0.012818964316250837,0.013618964316250837,target,15,0.30299301808797563,1,True,False,False,0.006728545565526794,0.020157592166743767,0,0,0.012818964316250837,139.87,140.37,139.79,139.8,238869.24,2025-11-16 12:14:59.999000+00:00,33479075.4641,31669,117241.62,16431054.9521,-0.0005005899915026576,-0.015402937875772649,-0.014909754366287038,-3.8870716828368885,0.12068965517239943,0.8620689655172228,0.017241379310377777,0.0041487839771102465,34.85034909560122,-0.3813491739386069,-0.011492148640970675,-0.010817989520117475,-0.004001888610469351,-0.001563095750264143,0.03021657988515833,-0.9144482981250527,0.748850985172319,0.5954179431612521,1.5161294420220535,1.0,0.9696969696969697,-0.023674837628325895,1.2246467991473532e-16,-1.0,6,1.0
