symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket
XRPUSDT,trend_ema__fast12_rsi_threshold52.0_slow89,trend_ema,2025-11-17 01:30:00+00:00,2025-11-17 13:30:00+00:00,long,-0.010435286706815256,-0.009635286706815255,horizon,48,0.22921454748209796,0,False,False,True,0.010261675050438616,0.02159464642526724,0,0,0.0,2.2347,2.2408,2.229,2.2366,2782391.0,2025-11-17 01:44:59.999000+00:00,6218451.20454,21430,1425763.8,3186660.48535,0.0008498647437476737,0.0034038012082190233,0.018774809084816317,0.7338342723932448,0.161016949152543,0.35593220338982795,0.48305084745762905,0.005275865152463575,61.4607273741049,0.0035782277511561718,0.008232301605211078,0.009561914073352933,0.0027339828588168746,0.0019954437852840456,0.03314138006708397,0.6988700449803963,0.019343476580849377,-1.0669920318456305,0.35987444025012655,1.0,0.69,-0.001562430248649549,0.25881904510252074,0.9659258262890683,0,0.0
XRPUSDT,trend_ema__fast12_rsi_threshold55.0_slow89,trend_ema,2025-11-17 01:30:00+00:00,2025-11-17 13:30:00+00:00,long,-0.010435286706815256,-0.009635286706815255,horizon,48,0.22921454748209796,0,False,False,True,0.010261675050438616,0.02159464642526724,0,1,-0.010435286706815256,2.2347,2.2408,2.229,2.2366,2782391.0,2025-11-17 01:44:59.999000+00:00,6218451.20454,21430,1425763.8,3186660.48535,0.0008498647437476737,0.0034038012082190233,0.018774809084816317,0.7338342723932448,0.161016949152543,0.35593220338982795,0.48305084745762905,0.005275865152463575,61.4607273741049,0.0035782277511561718,0.008232301605211078,0.009561914073352933,0.0027339828588168746,0.0019954437852840456,0.03314138006708397,0.6988700449803963,0.019343476580849377,-1.0669920318456305,0.35987444025012655,1.0,0.69,-0.001562430248649549,0.25881904510252074,0.9659258262890683,0,0.0
XRPUSDT,trend_ema__fast12_rsi_threshold58.0_slow89,trend_ema,2025-11-17 01:30:00+00:00,2025-11-17 13:30:00+00:00,long,-0.010435286706815256,-0.009635286706815255,horizon,48,0.22921454748209796,0,False,False,True,0.010261675050438616,0.02159464642526724,0,2,-0.010435286706815256,2.2347,2.2408,2.229,2.2366,2782391.0,2025-11-17 01:44:59.999000+00:00,6218451.20454,21430,1425763.8,3186660.48535,0.0008498647437476737,0.0034038012082190233,0.018774809084816317,0.7338342723932448,0.161016949152543,0.35593220338982795,0.48305084745762905,0.005275865152463575,61.4607273741049,0.0035782277511561718,0.008232301605211078,0.009561914073352933,0.0027339828588168746,0.0019954437852840456,0.03314138006708397,0.6988700449803963,0.019343476580849377,-1.0669920318456305,0.35987444025012655,1.0,0.69,-0.001562430248649549,0.25881904510252074,0.9659258262890683,0,0.0
BTCUSDT,trend_ema__fast12_rsi_threshold52.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:15:00+00:00,long,-0.008065107679580606,-0.007265107679580606,stop,40,0.23267766177302535,0,False,True,False,0.009389037292144712,0.006658965185772654,0,0,0.0,95330.9,95539.3,95128.1,95399.7,2046.608,2025-11-17 03:29:59.999000+00:00,195212959.1758,58787,1160.705,110722678.8928,0.0007203874674714248,0.0028184423391524683,0.012655252212890874,0.8679709110324169,0.16731517509728452,0.33949416342414107,0.4931906614785744,0.004310286091046378,61.63388308865127,73.11342693431237,0.006220765434186047,0.00713598436975631,0.001602313381939835,0.0010213951363264862,0.02284383956440029,0.6540411887174367,458.18146890628793,0.09661958756961139,1.0607571424691582,1.0,0.73,0.0,0.7071067811865476,0.7071067811865476,0,0.0
SOLUSDT,trend_ema__fast12_rsi_threshold52.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:30:00+00:00,long,-0.012544287383089403,-0.011744287383089403,stop,41,0.2830519657424958,0,False,True,False,0.012198940267345571,0.017673931910783765,0,0,0.0,140.24,140.6,139.93,140.12,253036.99,2025-11-17 03:29:59.999000+00:00,35492165.9819,41343,134671.48,18893673.8606,-0.0007847334092733069,0.008600970453412925,0.019384501762525697,1.6914939108446656,0.17910447761195042,0.5373134328358089,0.2835820895522407,0.004781615757921692,64.15259828712479,0.18916847253103397,0.011447105876701159,0.013352203058476356,0.003184947109441616,0.0018057879455448678,0.03365982456096356,0.7936840588086443,1.0675931857447614,-0.016268415516436638,0.9880681142785591,1.0,0.76,-0.0007844255865363525,0.7071067811865476,0.7071067811865476,0,0.0
BTCUSDT,trend_ema__fast12_rsi_threshold55.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:15:00+00:00,long,-0.008065107679580606,-0.007265107679580606,stop,40,0.23267766177302535,0,False,True,False,0.009389037292144712,0.006658965185772654,0,1,-0.008065107679580606,95330.9,95539.3,95128.1,95399.7,2046.608,2025-11-17 03:29:59.999000+00:00,195212959.1758,58787,1160.705,110722678.8928,0.0007203874674714248,0.0028184423391524683,0.012655252212890874,0.8679709110324169,0.16731517509728452,0.33949416342414107,0.4931906614785744,0.004310286091046378,61.63388308865127,73.11342693431237,0.006220765434186047,0.00713598436975631,0.001602313381939835,0.0010213951363264862,0.02284383956440029,0.6540411887174367,458.18146890628793,0.09661958756961139,1.0607571424691582,1.0,0.73,0.0,0.7071067811865476,0.7071067811865476,0,0.0
ETHUSDT,trend_ema__fast12_rsi_threshold55.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:30:00+00:00,long,-0.013100218194688075,-0.012300218194688075,stop,41,0.29403303282367743,0,False,True,False,0.015123303825829352,0.017763071890823212,0,0,0.0,3166.49,3179.79,3162.21,3168.95,69024.463,2025-11-17 03:29:59.999000+00:00,218960999.8655,136513,34399.896,109129810.93984,0.0007765838279999163,0.005921662325025293,0.025200086037324102,1.1169316422531586,0.1399317406143371,0.6166097838452895,0.24345847554037334,0.005547578851038965,64.70165164118387,5.561570640377722,0.012609552572666853,0.014759947677028384,0.0036963056035659303,0.0023895084694833812,0.039721204404080494,0.7806688831786015,25.370318212228515,0.20453659166181629,1.1764686040867711,1.0,0.73,0.0,0.7071067811865476,0.7071067811865476,0,0.0
SOLUSDT,trend_ema__fast12_rsi_threshold55.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:30:00+00:00,long,-0.012544287383089403,-0.011744287383089403,stop,41,0.2830519657424958,0,False,True,False,0.012198940267345571,0.017673931910783765,0,1,-0.012544287383089403,140.24,140.6,139.93,140.12,253036.99,2025-11-17 03:29:59.999000+00:00,35492165.9819,41343,134671.48,18893673.8606,-0.0007847334092733069,0.008600970453412925,0.019384501762525697,1.6914939108446656,0.17910447761195042,0.5373134328358089,0.2835820895522407,0.004781615757921692,64.15259828712479,0.18916847253103397,0.011447105876701159,0.013352203058476356,0.003184947109441616,0.0018057879455448678,0.03365982456096356,0.7936840588086443,1.0675931857447614,-0.016268415516436638,0.9880681142785591,1.0,0.76,-0.0007844255865363525,0.7071067811865476,0.7071067811865476,0,0.0
BTCUSDT,trend_ema__fast12_rsi_threshold58.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:15:00+00:00,long,-0.008065107679580606,-0.007265107679580606,stop,40,0.23267766177302535,0,False,True,False,0.009389037292144712,0.006658965185772654,0,2,-0.008065107679580606,95330.9,95539.3,95128.1,95399.7,2046.608,2025-11-17 03:29:59.999000+00:00,195212959.1758,58787,1160.705,110722678.8928,0.0007203874674714248,0.0028184423391524683,0.012655252212890874,0.8679709110324169,0.16731517509728452,0.33949416342414107,0.4931906614785744,0.004310286091046378,61.63388308865127,73.11342693431237,0.006220765434186047,0.00713598436975631,0.001602313381939835,0.0010213951363264862,0.02284383956440029,0.6540411887174367,458.18146890628793,0.09661958756961139,1.0607571424691582,1.0,0.73,0.0,0.7071067811865476,0.7071067811865476,0,0.0
ETHUSDT,trend_ema__fast12_rsi_threshold58.0_slow89,trend_ema,2025-11-17 03:15:00+00:00,2025-11-17 13:30:00+00:00,long,-0.013100218194688075,-0.012300218194688075,stop,41,0.29403303282367743,0,False,True,False,0.015123303825829352,0.017763071890823212,0,1,-0.013100218194688075,3166.49,3179.79,3162.21,3168.95,69024.463,2025-11-17 03:29:59.999000+00:00,218960999.8655,136513,34399.896,109129810.93984,0.0007765838279999163,0.005921662325025293,0.025200086037324102,1.1169316422531586,0.1399317406143371,0.6166097838452895,0.24345847554037334,0.005547578851038965,64.70165164118387,5.561570640377722,0.012609552572666853,0.014759947677028384,0.0036963056035659303,0.0023895084694833812,0.039721204404080494,0.7806688831786015,25.370318212228515,0.20453659166181629,1.1764686040867711,1.0,0.73,0.0,0.7071067811865476,0.7071067811865476,0,0.0
