symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16726298121.68,69261.6,True,,2026-03-19T14:32:42.430346+00:00
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,16159849860.47,2112.77,True,,2026-03-19T14:32:42.430346+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2338048668.8942,87.71,True,,2026-03-19T14:32:42.430346+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,906204744.4582,1.4426,True,,2026-03-19T14:32:42.430346+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,824291512.93532,39.139,True,,2026-03-19T14:32:42.430346+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,576383479.01371,0.09286,True,,2026-03-19T14:32:42.430346+00:00
PAXGUSDT,PAXG,PERPETUAL,USDT,TRADING,2025-03-27 10:30:00+00:00,4,3,566605336.9392,4598.64,True,,2026-03-19T14:32:42.430346+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,564225191.63,238.07,True,,2026-03-19T14:32:42.430346+00:00
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,541931623.54017,0.82748,True,,2026-03-19T14:32:42.430346+00:00
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,423345159.24022,0.0933,True,,2026-03-19T14:32:42.430346+00:00
RIVERUSDT,RIVER,PERPETUAL,USDT,TRADING,2025-10-17 14:45:00+00:00,6,1,418036928.2387,25.96,True,,2026-03-19T14:32:42.430346+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,389169208.252,637.52,True,,2026-03-19T14:32:42.430346+00:00
