symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason,selected_at
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,21911390203.22,2367.36,True,,2026-03-17T01:40:08.402440+00:00
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,21554403320.18,75718.8,True,,2026-03-17T01:40:08.402440+00:00
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,3022199290.6962,95.7,True,,2026-03-17T01:40:08.402440+00:00
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,1392555984.7123,1.5656,True,,2026-03-17T01:40:08.402440+00:00
1000PEPEUSDT,1000PEPE,PERPETUAL,USDT,TRADING,2023-05-05 00:00:00+00:00,7,0,1137617429.4636366,0.003988,True,,2026-03-17T01:40:08.402440+00:00
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,1065922624.58578,0.10337,True,,2026-03-17T01:40:08.402440+00:00
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,905222381.52,275.16,True,,2026-03-17T01:40:08.402440+00:00
GUSDT,G,PERPETUAL,USDT,TRADING,2024-08-15 12:30:00+00:00,7,0,652575687.066173,0.005224,True,,2026-03-17T01:40:08.402440+00:00
RIVERUSDT,RIVER,PERPETUAL,USDT,TRADING,2025-10-17 14:45:00+00:00,6,1,641725741.6035,19.688,True,,2026-03-17T01:40:08.402440+00:00
TAOUSDT,TAO,PERPETUAL,USDT,TRADING,2024-04-11 14:30:00+00:00,2,3,574338368.66,282.55,True,,2026-03-17T01:40:08.402440+00:00
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,538642418.35821,40.554,True,,2026-03-17T01:40:08.402440+00:00
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,538286048.13,685.24,True,,2026-03-17T01:40:08.402440+00:00
