symbol,strategy_id,family,entry_time,exit_time,side,net_return,gross_return,exit_reason,bars_held,signal_strength,label_take,target_hit,stop_hit,horizon_hit,mae,mfe,mae_limit_breached,recent_same_side_failures,recent_same_side_mean_return,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,log_return_1,log_return_4,log_return_16,vol_norm_return_4,body_ratio,upper_wick_ratio,lower_wick_ratio,range_ratio,rsi_14,macd_hist,ema_fast_distance,ema_slow_distance,ema_fast_slope,ema_slow_slope,bb_bandwidth,bb_zscore,atr_14,volume_zscore,relative_volume,trend_regime,volatility_regime,drawdown_20,hour_sin,hour_cos,day_of_week,session_bucket
ETHUSDT,trend_ema__directionlong_only_fast12_rsi_threshold60.0_slow34,trend_ema,2025-11-16 03:15:00+00:00,2025-11-16 09:45:00+00:00,long,0.01189511301425804,0.01269511301425804,target,26,0.2524243362318015,1,True,False,False,0.002682590707500399,0.016958466452803956,0,0,0.0,3193.85,3209.51,3193.85,3197.44,30501.981,2025-11-16 03:29:59.999000+00:00,97685974.65652,69899,16046.859,51400284.57159,0.0011234040006193387,0.0065138633739459766,0.008048086773610253,2.3671627421550903,0.2292464878671823,0.7707535121328177,0.0,0.004897668134507703,62.621216811590074,6.07513938835283,0.007349453994299271,0.0068856337290199975,0.002620624554327655,,0.02162731393180335,0.8788775105654342,16.180879781905965,0.24605155192924802,1.1442824467488535,-1.0,,-0.0014365841775867416,0.7071067811865476,0.7071067811865476,6,0.0
ETHUSDT,trend_ema__directionlong_only_fast21_rsi_threshold60.0_slow34,trend_ema,2025-11-16 03:45:00+00:00,2025-11-16 09:45:00+00:00,long,0.011391247029118865,0.012191247029118866,target,24,0.2827296370472013,1,True,False,False,0.004378406562440546,0.015229253390685949,0,0,0.01189511301425804,3199.29,3203.29,3194.0,3201.56,15469.03,2025-11-16 03:59:59.999000+00:00,49474102.35318,40426,7795.31,24937328.37151,0.0007092808283792148,-0.00014991567271504223,0.010995523861725498,-0.05513585067997737,0.24434876210979448,0.18622174381055168,0.5694294940796538,0.0029017104161721046,64.13648185236006,5.873435459286288,0.007122999464356157,0.007562628830943954,0.002298101550895826,,0.025095898476088396,0.7757935494860331,15.152697362969931,-0.7198248305384207,0.5800945303623191,1.0,,-0.00014990443592211022,0.7071067811865476,0.7071067811865476,6,0.0
ETHUSDT,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,trend_ema,2025-11-16 03:45:00+00:00,2025-11-16 09:45:00+00:00,long,0.011391247029118865,0.012191247029118866,target,24,0.2827296370472013,1,True,False,False,0.004378406562440546,0.015229253390685949,0,0,0.011643180021688453,3199.29,3203.29,3194.0,3201.56,15469.03,2025-11-16 03:59:59.999000+00:00,49474102.35318,40426,7795.31,24937328.37151,0.0007092808283792148,-0.00014991567271504223,0.010995523861725498,-0.05513585067997737,0.24434876210979448,0.18622174381055168,0.5694294940796538,0.0029017104161721046,64.13648185236006,5.873435459286288,0.007122999464356157,0.007562628830943954,0.002298101550895826,,0.025095898476088396,0.7757935494860331,15.152697362969931,-0.7198248305384207,0.5800945303623191,1.0,,-0.00014990443592211022,0.7071067811865476,0.7071067811865476,6,0.0
SOLUSDT,trend_ema__directionlong_only_fast12_rsi_threshold60.0_slow34,trend_ema,2025-11-16 04:00:00+00:00,2025-11-16 11:30:00+00:00,long,-0.009307649100779946,-0.008507649100779946,stop,30,0.22327897180847445,0,False,True,False,0.012814367117505391,0.01407092927003486,0,0,0.0,141.32,141.54,141.02,141.24,96382.31,2025-11-16 04:14:59.999000+00:00,13614715.0342,20034,48108.38,6796225.3536,-0.0005662514307586796,0.00617877751395116,0.0149799505646905,1.6359988684354767,0.15384615384612862,0.4230769230769357,0.4230769230769357,0.0036816765788727115,61.16394859042372,0.31278236219063515,0.007011297253288358,0.005393889566228383,0.002439897140524394,,0.028049756083473175,0.7346974814751116,0.7815360528039107,-0.7555976453492458,0.6001471551956921,-1.0,,-0.0005660911406735192,0.8660254037844386,0.5000000000000001,6,0.0
SOLUSDT,trend_ema__directionlong_only_fast21_rsi_threshold60.0_slow34,trend_ema,2025-11-16 05:00:00+00:00,2025-11-16 09:45:00+00:00,long,0.012138761396955544,0.012938761396955545,target,19,0.30639822338833483,1,True,False,False,0.000999407610982454,0.014573477695159796,0,1,-0.009307649100779946,141.25,142.0,141.17,141.95,192475.08,2025-11-16 05:14:59.999000+00:00,27283656.8506,25482,122098.22,17307316.6813,0.004872718938203959,0.005014311858794437,0.01805565115398351,1.3100270486642709,0.8433734939758772,0.060240963855434475,0.09638554216868832,0.005847129270870113,65.31991116941674,0.22872087162114113,0.009449800698764178,0.009497147300249583,0.0019803063623864414,0.0011022524287320756,0.03273853397514321,0.7865901375428651,0.7382104124357699,0.6465401453258085,1.3412076293279518,1.0,,0.0,0.9659258262890683,0.25881904510252074,6,0.0
SOLUSDT,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,trend_ema,2025-11-16 05:00:00+00:00,2025-11-16 09:45:00+00:00,long,0.012138761396955544,0.012938761396955545,target,19,0.30639822338833483,1,True,False,False,0.000999407610982454,0.014573477695159796,0,1,0.001415556148087799,141.25,142.0,141.17,141.95,192475.08,2025-11-16 05:14:59.999000+00:00,27283656.8506,25482,122098.22,17307316.6813,0.004872718938203959,0.005014311858794437,0.01805565115398351,1.3100270486642709,0.8433734939758772,0.060240963855434475,0.09638554216868832,0.005847129270870113,65.31991116941674,0.22872087162114113,0.009449800698764178,0.009497147300249583,0.0019803063623864414,0.0011022524287320756,0.03273853397514321,0.7865901375428651,0.7382104124357699,0.6465401453258085,1.3412076293279518,1.0,,0.0,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast21_rsi_threshold60.0_slow34,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,0,0.0,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast12_rsi_threshold58.0_slow55,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,1,-0.004821581096440734,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
BTCUSDT,trend_ema__directionlong_only_fast21_rsi_threshold58.0_slow34,trend_ema,2025-11-16 05:15:00+00:00,2025-11-16 11:15:00+00:00,long,-0.004821581096440734,-0.004021581096440734,stop,24,0.15647127854559925,0,False,True,False,0.00547418441921798,0.006100133158201403,0,2,-0.004821581096440734,95999.9,96170.6,95860.0,95929.6,2231.21,2025-11-16 05:29:59.999000+00:00,214210072.8049,41974,1223.803,117493667.6615,-0.0007336023537512752,0.0014260196186187768,0.005451108603748219,0.7345229008894076,0.2263361236316389,0.5495814552479344,0.22408242112042664,0.0032377910467676903,57.82356392727996,43.57261921071762,0.0023606934517297427,0.002222251919851743,0.0007513668872103363,0.0002728735433636942,0.011447186576116191,0.5699126752983663,261.21813426188606,3.4148309111223294,3.3440723590547217,-1.0,,-0.0007333333333332526,0.9659258262890683,0.25881904510252074,6,0.0
XRPUSDT,trend_ema__directionlong_only_fast34_rsi_threshold58.0_slow55,trend_ema,2025-11-16 06:30:00+00:00,2025-11-16 11:15:00+00:00,long,-0.008012162693413656,-0.007212162693413656,stop,19,0.2618347086391023,0,False,True,False,0.01255101282830189,0.005984342461625076,0,3,-0.008012162693413656,2.2656,2.2689,2.263,2.2639,1666411.4,2025-11-16 06:44:59.999000+00:00,3775679.41177,11313,708944.8,1606499.42135,-0.0007947722071481635,0.00314110904847359,0.012400434461270288,1.1525202876299006,0.2881355932203441,0.5593220338982796,0.15254237288137634,0.002606122178541462,63.091735431955115,0.002343628509327996,0.006358624740721774,0.00851970436333511,0.002377188027242738,0.0017081157009772863,0.026685657496702247,0.5796497399221979,0.010538107054018,-0.9555900308866796,0.34717289046390515,1.0,,-0.0007944564593722614,1.0,6.123233995736766e-17,6,0.0
